run_accession	submitted_ftp	submitted_md5	submitted_bytes
ERR188223	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188223/NA18908.7.M_120219_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188223/NA18908.7.M_120219_7_2.fastq.gz	a966d3155ac6e5e046ae194ac4529034;0ef8928bd224cd4d9abdf7faf89657e2	2564895823;2591003827
ERR188224	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188224/NA20528.2.M_120131_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188224/NA20528.2.M_120131_1_2.fastq.gz	647e41bed94d3bab1b0daf2a441a4eba;afdd15546c6b55fefe12cf153899838f	2521965327;2516828239
ERR188236	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188236/HG00118.4.M_120208_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188236/HG00118.4.M_120208_5_2.fastq.gz	88c4e99648025406ef41f63b8cfd39b4;6313995d96159c73496b749b4fe12fcd	2120604729;2111826768
ERR188237	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188237/HG00234.7.M_120219_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188237/HG00234.7.M_120219_4_2.fastq.gz	b9d9ad1bb9eca0f0454b90ca12da87df;0cd2297c41e6eca5031e6a15ce89467e	3826576291;3867652979
ERR188245	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188245/HG00128.1.M_111124_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188245/HG00128.1.M_111124_6_2.fastq.gz	4b3024178484e0e5e2a76f99d5c00291;f0456e7635f8576641acf90042bb0ec6	1966058791;2002294824
ERR188246	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188246/NA11840.6.M_120119_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188246/NA11840.6.M_120119_5_2.fastq.gz	20a4c15342aa8e03ad9c85c607622e08;bbf534b1c778b78d34a93b58b3ae88f7	1818960946;1838292887
ERR188258	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188258/NA20530.2.M_111215_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188258/NA20530.2.M_111215_6_2.fastq.gz	0e9eeece92a59722361c78ee41a8a4dc;3627050bf91a1abf1d60b06eb7ff8764	2899390477;2945956696
ERR188262	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188262/NA12283.2.M_111216_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188262/NA12283.2.M_111216_5_2.fastq.gz	980deccd2f3acc4c3fc95d9b76014865;0cbc92b8dc6136322778c24fc3fe0850	2173939908;2182774894
ERR188263	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188263/HG00281.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188263/HG00281.1.M_111124_3_2.fastq.gz	ff63ec10d4db73f7e0f12dad0e695de9;b4be3eac90705046e869737edcc068b8	2208738219;2235308075
ERR188265	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188265/NA20814.2.M_111215_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188265/NA20814.2.M_111215_6_2.fastq.gz	fa8ec55681c1abb26943ed9ed5f29f0d;9d2ee10693c90bd043da080cfb3c615b	2588323028;2599012118
ERR188269	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188269/NA18916.2.M_111215_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188269/NA18916.2.M_111215_6_2.fastq.gz	93dfdb39d3aeee383320753ed44669e5;501dd25be1fe59ace3a7e817539f99a1	3258616852;3296162173
ERR188273	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188273/NA18505.3.M_120202_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188273/NA18505.3.M_120202_1_2.fastq.gz	abdf74e13b8f3bafa99cd831356779cf;615d22b11a98d47be2bf9d3694619f16	1220685991;1228615087
ERR188289	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188289/HG00232.7.M_120219_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188289/HG00232.7.M_120219_3_2.fastq.gz	4031ef649006a117b913c6aeea0ed51d;5df3d43ca12340800e7fa713fa3c0ae3	1471405020;1490221299
ERR188291	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188291/NA12813.2.M_111216_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188291/NA12813.2.M_111216_6_2.fastq.gz	2a2c4c3163143a84dcf0bb456f4c864a;11ca32feb10c5a8addcf11af4b3e740d	2107848206;2115889370
ERR188292	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188292/NA19189.5.M_120131_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188292/NA19189.5.M_120131_7_2.fastq.gz	ef2bedd0ee6fe49f15784b1ee22e10bb;fe638540fd0dd4d8576f8d4f1d3e4d78	2261365227;2267150404
ERR188296	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188296/HG00330.1.M_120209_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188296/HG00330.1.M_120209_2_2.fastq.gz	6a6fc8af9f87110604b95836033eafc6;1c381ea3a484e03c7eb67fe83e69504d	1967403754;2002611014
ERR188297	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188297/NA20503.1.M_111124_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188297/NA20503.1.M_111124_5_2.fastq.gz	967b113aa915f2c262375bc07dbb5cb0;ea93b78b211bef0b7eaac5586175d609	1782365737;1795952781
ERR188302	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188302/HG00183.5.M_120131_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188302/HG00183.5.M_120131_5_2.fastq.gz	9b128ada7b878a98b728deca653b4b7d;96e56afcf70ea044340fcd6645b40d50	2018153228;2039698805
ERR188307	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188307/HG00101.1.M_111124_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188307/HG00101.1.M_111124_4_2.fastq.gz	a1250a735773947cd1096903e58acf56;15a7dda4f37e537cf3cde3c81a31c419	1653680393;1666673536
ERR188311	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188311/NA18488.4.M_120208_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188311/NA18488.4.M_120208_7_2.fastq.gz	3ec1cd9c35a012b37e13b767b536efb0;186279a40b792608d03a5730c3b9fd9e	1315507031;1308203580
ERR188316	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188316/NA20796.1.M_120209_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188316/NA20796.1.M_120209_2_2.fastq.gz	c45022f489132d2e5ade1a94d79e63e8;067e1d277d709b459d7c65799c27c41e	3437502030;3486460487
ERR188317	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188317/NA20527.2.M_111215_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188317/NA20527.2.M_111215_7_2.fastq.gz	86bea3637c0e0c0c665c8172bc950297;9407444f8d2d92fb76bf2ccc9ddc1263	3010660447;3056945850
ERR188318	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188318/HG00276.2.M_111215_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188318/HG00276.2.M_111215_8_2.fastq.gz	980c76c814f170f191a6b10ea7c8c2e8;b8a2c90fedcd1b0f7039cbb8b2e0eda2	3123734864;3167647358
ERR188322	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188322/NA19190.4.M_120208_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188322/NA19190.4.M_120208_2_2.fastq.gz	7c3ad8f8ac507941fdd89140ee185a5f;084140f4552e65cd85882511bcc790b5	2101779915;2086174709
ERR188323	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188323/HG00257.4.M_120208_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188323/HG00257.4.M_120208_5_2.fastq.gz	c80ccb224273ef350af10bc13f973587;9eb6271e7007d77d32d5f16bc250b92e	1786438247;1781285589
ERR188335	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188335/NA20798.6.M_120119_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188335/NA20798.6.M_120119_6_2.fastq.gz	0c60ac69b6c16f4a8faa2a935a312178;54c0832fa13faa93e342a0ea4bdb22e4	1375701027;1390624915
ERR188341	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188341/HG00328.2.M_111215_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188341/HG00328.2.M_111215_4_2.fastq.gz	b3d47e4f26b6c533163cd17971a257ba;38a935d6e284b31c571b5021ecc1c8af	2879171541;2907517499
ERR188342	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188342/HG00111.2.M_111215_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188342/HG00111.2.M_111215_4_2.fastq.gz	03bdf7762b55a5a88789adf8e85df93e;8aee11c6509790def1a363fe0d65750f	2697664585;2715520788
ERR188357	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188357/NA20517.3.M_120202_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188357/NA20517.3.M_120202_8_2.fastq.gz	ccf91be547aab7e71583cc519da2651f;a7757c7f16435f53d43c594c3a7ff016	1718382001;1709746764
ERR188359	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188359/NA20537.3.M_120202_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188359/NA20537.3.M_120202_8_2.fastq.gz	53fad10c251d33e25235aea3510b5688;7fa19da2223e7b8ccff0e2f89a91a4e7	1694181898;1695040565
ERR188379	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188379/HG00148.3.M_120202_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188379/HG00148.3.M_120202_6_2.fastq.gz	02e0c9fd3765dbedb8bccf7f978a4d39;4392129975a10a1a535a783c4cd50ae0	1618283360;1634838906
ERR188382	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188382/NA20536.1.M_111124_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188382/NA20536.1.M_111124_1_2.fastq.gz	83546634b258b8028e2522530d5f0a5f;92f0b3f616ce05caae1df79834d40b76	1654015005;1668285772
ERR188387	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188387/HG00160.3.M_120202_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188387/HG00160.3.M_120202_1_2.fastq.gz	9251339d6de6692d672be770edc09b9b;a5ea8e7b04d6fbcba8258a26f7cc571a	1286482529;1286930372
ERR188389	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188389/NA10851.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188389/NA10851.4.M_120208_1_2.fastq.gz	f134e1c1620b36c48ea4cfa92498c8f6;63d319879dacce2c21285d77b75dbb06	1830420094;1822903552
ERR188392	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188392/NA19210.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188392/NA19210.4.M_120208_1_2.fastq.gz	c694f5c92849cf6e8cd25e3c44bba033;0eff239e75fc76c347efff14addf2889	1596928165;1601138091
ERR188397	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188397/HG00271.2.M_111215_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188397/HG00271.2.M_111215_7_2.fastq.gz	053acd1a6758520b9667beae8b6d6ba3;109d6785499378c3cdc845e3cd66db0e	3081663214;3129587527
ERR188401	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188401/HG00141.5.M_120131_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188401/HG00141.5.M_120131_3_2.fastq.gz	5fc831607b4e6fd7aa8ec7c0fa91021a;c16e8163ab6bf840563447509c492af9	2463578850;2476628832
ERR188414	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188414/NA12043.2.M_120127_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188414/NA12043.2.M_120127_7_2.fastq.gz	1ef52a1c6e46771a29d1bd33b5fcc124;e35162578dcf803990b294f39ce67dc2	2138519550;2125767850
ERR188422	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188422/NA19172.6.M_120119_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188422/NA19172.6.M_120119_1_2.fastq.gz	d9893f4d0647c206e5f0a47177e83eb9;12331aecf53af93a49962a21728bedb4	1754286639;1772749875
ERR188433	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188433/NA11829.6.M_120217_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188433/NA11829.6.M_120217_1_2.fastq.gz	4578fa256a80c7009db763a554e4bf98;744355ebe553d5fd12575f81741e8f8f	1328962808;1303892697
ERR188438	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188438/NA12272.3.M_120202_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188438/NA12272.3.M_120202_5_2.fastq.gz	2a6f7a9ccb50b2e368c381d3dbfd2fec;6ecd55cc9250c4967e89f4e23bb00768	1468013933;1467157384
ERR188442	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188442/NA18910.3.M_120202_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188442/NA18910.3.M_120202_7_2.fastq.gz	45cad6d01a56b0dfba677f0fa69f81f8;9b4c1e9cc97409cbf639393a4982e78b	1418560246;1422774788
ERR188443	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188443/HG00130.5.M_120131_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188443/HG00130.5.M_120131_7_2.fastq.gz	8e9636590790c4b9417c4183f0259ca8;2dbb6fc237f0455ade19bef79e9ee7d2	2147903990;2162939150
ERR188452	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188452/NA20515.5.M_120131_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188452/NA20515.5.M_120131_1_2.fastq.gz	48947618bb14568b87397ed9edb21075;09e05f9f1dca20301df63caeaecbc5bb	2401259537;2426419212
ERR188463	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188463/NA19247.3.M_120223_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188463/NA19247.3.M_120223_7_2.fastq.gz	2558fe9752dc87850dce4d59c8e8bdea;5d440b5c0e609d6b7a2d45665f8f9d13	2411497106;2567555781
ERR188470	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188470/HG02215.1.M_111124_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188470/HG02215.1.M_111124_4_2.fastq.gz	231c43baed1026c1920b6c0e40ce2451;bf46f53c94486a88da77c9caff4be396	2159441514;2162975883
ERR188471	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188471/NA19130.5.M_120131_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188471/NA19130.5.M_120131_7_2.fastq.gz	a2de0d6df86480a85bfad020f55c15b5;7474897888fe2a7253f9843602068ed9	1842029336;1846402932
ERR188472	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188472/HG00378.5.M_120131_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188472/HG00378.5.M_120131_5_2.fastq.gz	37d9a7f6615abd265d3f358c4e4ba260;99fdc879a398d410d0f7563631724d52	2283472115;2302136954
ERR188473	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188473/HG00344.4.M_120208_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188473/HG00344.4.M_120208_2_2.fastq.gz	5047fcd1e56832b658aa13ffa7b7480a;2b9ad777471ead0dbebaeb453035e76d	1950001791;1942017179
ERR204829	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204829/NA19207.1.M_120209_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204829/NA19207.1.M_120209_8_2.fastq.gz	4dd281625d132aea29b7bda8d725d08c;49a934f1fc98d07e71ef33c9415cfb47	776125861;788761691
ERR204830	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204830/NA20527.5.M_120131_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204830/NA20527.5.M_120131_1_2.fastq.gz	6344ac81dbfb8fb6c1143088a97c8c10;04e11caa2fdbca7c4019b2b8da8f76ee	2319372339;2336399307
ERR204834	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204834/NA11930.1.M_120209_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204834/NA11930.1.M_120209_8_2.fastq.gz	5d480374218776bba321f346be6a67b9;9baacd24771a9f9ff31d3ea43623f065	1380097547;1404202767
ERR204846	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204846/HG00355.1.M_111124_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204846/HG00355.1.M_111124_8_2.fastq.gz	19678b782c9e0ae79012e0e55fdc61ca;b13441d6f908cb568c0307bf32fd92db	2172446209;2195989096
ERR204848	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204848/NA11832.1.M_120209_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204848/NA11832.1.M_120209_7_2.fastq.gz	b125d1ef2b0c6be485ed5e05c2c7ad86;ea16291e7a225eb508efead3c54ee714	988366328;1009411393
ERR204855	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204855/NA06986.7.M_120219_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204855/NA06986.7.M_120219_6_2.fastq.gz	2bbbdb4cca0d80c7f90b788b48a3770c;c5987b43150c3696ca22392183ba5b5a	2676226846;2696981461
ERR204858	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204858/NA19095.1.M_120209_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204858/NA19095.1.M_120209_1_2.fastq.gz	09f18cb778bc4a1dd91a7165e01def18;44bae36c13595f14cca9eeae9def99d1	2120344673;2158207643
ERR204865	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204865/HG00313.1.M_120209_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204865/HG00313.1.M_120209_2_2.fastq.gz	81426f431b25b42e1ade77c410194e59;001d7adfa4b2eb8f0999c81cc0ed7f6d	966110741;982256652
ERR204873	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204873/NA20754.1.M_120209_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204873/NA20754.1.M_120209_8_2.fastq.gz	2123668a819795b0700d4945d24b50b5;e05427bc1e3c23389cf19b86950b5429	977213843;991170571
ERR204878	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204878/NA19108.1.M_120209_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204878/NA19108.1.M_120209_4_2.fastq.gz	b4af3408b8ee00e4d0cfcf53fb5a97b2;6b35287cf6cce70ef13a6a71768252fb	1689217209;1693207114
ERR204889	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204889/NA18923.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204889/NA18923.1.M_120209_6_2.fastq.gz	511ac24fb03c99da5fa9a382b5007e13;3d4d50269494fda25f9107dfc6553687	1085578863;1100041841
ERR204894	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204894/HG00117.5.M_120131_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204894/HG00117.5.M_120131_3_2.fastq.gz	b7b55b95b7a2a8d8b3bbf48a2ada177f;9e4ab646d6b01b934f6b725f737ebc23	2063992879;2079903745
ERR204900	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204900/NA11829.1.M_120209_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204900/NA11829.1.M_120209_7_2.fastq.gz	db63c7ba4c602c692247db6b2191b537;0d34182d4d8e82fe789e3104a2ac76a1	1050710321;1067128447
ERR204901	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204901/HG00355.1.M_120209_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204901/HG00355.1.M_120209_1_2.fastq.gz	9c810511b3ee44ba3c2915dd568f77ea;c337a37bf52b13e93d8061b49a81434a	1779062541;1809510276
ERR204902	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204902/NA12043.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204902/NA12043.1.M_120209_6_2.fastq.gz	5187806d72e11d8ad964c8473f66f1e2;464b1a286d4fba4ac45682fe72a82f74	1223875604;1242337631
ERR204908	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204908/NA20527.3.M_120202_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204908/NA20527.3.M_120202_3_2.fastq.gz	3ca66172f000930a2b3f1db84746d044;4e04b2af80f7d436141d38a0fb6d7302	1057686226;1056258004
ERR204917	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204917/NA19141.1.M_120209_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204917/NA19141.1.M_120209_1_2.fastq.gz	85dca31c8925458a39b800bd40c1bac0;b62c4fab4b2d0fb23e3c59368e01b532	1293094883;1313602360
ERR204920	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204920/HG00119.1.M_120209_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204920/HG00119.1.M_120209_3_2.fastq.gz	030f7c5e4c065e938266b3f19225ed2f;60ad9c432733aa68b3bc366b53d681e4	1290280145;1311852451
ERR204922	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204922/NA19131.1.M_120209_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204922/NA19131.1.M_120209_3_2.fastq.gz	44036b78bf209bc092daa84c7df8a547;b10b96fb527ee09bcdcec3d8c75c2fbf	1177217314;1201454167
ERR204926	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204926/NA10851.1.M_120209_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204926/NA10851.1.M_120209_1_2.fastq.gz	ceeb151fc7733b12b94e6c560bc78716;e16a7f7d673c04fbc3345705f41600cf	982985712;998940214
ERR204956	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204956/NA19209.1.M_120209_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204956/NA19209.1.M_120209_2_2.fastq.gz	1724f99bf5f60d6ae01faa22aa62ba70;a14eba70d23eb4173fb633e846139518	1182242874;1199614218
ERR204958	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204958/NA07051.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204958/NA07051.1.M_120209_6_2.fastq.gz	02be93e88e12ed37d769df1aa1cfda13;7fff1ec2f17404e27cea1e8969815039	952552816;968580866
ERR204968	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204968/NA06986.6.M_120119_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204968/NA06986.6.M_120119_4_2.fastq.gz	d320fc6ced367ab3da36998ac1561d47;3f7fb64d3675fc18556497c7fb492515	1767505517;1797229558
ERR204974	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204974/NA12234.1.M_120209_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204974/NA12234.1.M_120209_8_2.fastq.gz	f7e10dbc1e9bbc1e0792dd8fb08f6813;35d753b29d38d0ac42693e57ed807c16	1104728064;1122520123
ERR204979	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204979/NA12282.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204979/NA12282.1.M_120209_6_2.fastq.gz	5deec4cfc1b48328b0858feb8f8dbc8a;d907d08f68356499485b4786b000c03b	834733981;849812186
ERR204982	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204982/HG00142.1.M_120209_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204982/HG00142.1.M_120209_7_2.fastq.gz	8913ed9ec46390e6b4ebed5bbd75abf0;28704ea82a3c75735f998e20498570c1	1288985913;1304279711
ERR204983	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204983/NA12762.1.M_120209_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204983/NA12762.1.M_120209_5_2.fastq.gz	4e462de838226abea2f7fa0bd68a3c2b;9604279660277e2dff5b75ccba6a77ee	1166960324;1177215073
ERR204986	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204986/NA12872.1.M_120209_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204986/NA12872.1.M_120209_3_2.fastq.gz	45c390ea1749397a791acfe7579da7ef;ab59f36873f2c6d35e59cb5afb4118d3	1055550866;1076963348
ERR204996	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204996/NA18511.1.M_120209_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204996/NA18511.1.M_120209_1_2.fastq.gz	1f2fda10e3f8d12d4c4f9eb2c25ed992;bc263d89dc624a20c3638abe0d6ee6f3	892616322;907957982
ERR204997	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204997/NA19190.1.M_120209_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204997/NA19190.1.M_120209_8_2.fastq.gz	e5b337a89636e9bbbe6f0fd808eb1992;e30009f640c2593384d92ee1bcf50595	1229680482;1249221184
ERR205006	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205006/HG00117.1.M_120209_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205006/HG00117.1.M_120209_1_2.fastq.gz	e48af1a9907d9078ec2c4bc71c7a2a21;857b723a1dc160637564015ef6a60cc0	2021005548;2047203650
