run_accession	submitted_ftp	submitted_md5	submitted_bytes
ERR188437	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188437/NA20803.7.M_120219_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188437/NA20803.7.M_120219_1_2.fastq.gz	10cbf28c6f936a29cb2a840ea73d0173;563601294ff03268570fcda1e0702784	4516424927;4494190642
ERR188439	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188439/HG00329.5.M_120131_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188439/HG00329.5.M_120131_3_2.fastq.gz	2edd9a1f4f5cf7832ce5b5920c2a6e6e;372840d9558ab3b36c564488c04fd261	1505650980;1537310791
ERR188448	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188448/HG00244.5.M_120131_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188448/HG00244.5.M_120131_7_2.fastq.gz	97185e74bae658fbced6d4e1a973935c;1d3668aa0127fcf17fec058edd6a810c	2263829731;2268342458
ERR188450	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188450/HG00235.1.M_111124_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188450/HG00235.1.M_111124_1_2.fastq.gz	c2ec9c77b4d5fd7a3f349cdd4ed24b8a;df53ec7d53b3806f26c17f4c808ed0f6	1649874500;1671507947
ERR188455	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188455/HG00146.2.M_111216_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188455/HG00146.2.M_111216_1_2.fastq.gz	384fab1884bb9d83594cfc7c9b9657f1;5c098d0f84cd31f11f7999deccc8d409	2366888356;2385642611
ERR188468	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188468/HG00154.5.M_120131_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188468/HG00154.5.M_120131_7_2.fastq.gz	f71c28e88b47c95530ac1f96fbd8068f;d888954c4493c1a8818830a36b2e771a	2200010463;2229804068
ERR188476	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188476/NA19093.7.M_120219_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188476/NA19093.7.M_120219_7_2.fastq.gz	261137967b32d36ba337931e9db24531;be699c5dae441e4398f7c83392843ded	2536333662;2575305123
ERR188478	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188478/HG01791.2.M_111216_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188478/HG01791.2.M_111216_5_2.fastq.gz	18e2caaa8a86f36676f84828e035f7ac;2448e69118a58bde1e6fe85d286253d1	2671581601;2682308012
ERR204820	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204820/NA19223.1.M_120209_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204820/NA19223.1.M_120209_1_2.fastq.gz	78de22762e831962be79af37f080ebb4;e6f5451ef5f8ba5e139be83e059ce8d4	1235628997;1251865623
ERR204826	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204826/HG00114.1.M_120209_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204826/HG00114.1.M_120209_3_2.fastq.gz	3909ef95e5a6a3efe7c0825ac4e945e5;f0e70693058eb2e55d11b224617517b9	1752000899;1781827527
ERR204828	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204828/NA19129.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204828/NA19129.1.M_120209_6_2.fastq.gz	7c2378da498273643c260b4507d92322;461a2f46389f62a81720ae883de48507	1391756759;1406247540
ERR204833	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204833/NA12873.1.M_120209_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204833/NA12873.1.M_120209_7_2.fastq.gz	37ad2a1c01f1b06a13f3489da4c58f2e;9d1214d1c318ab12fab004d6a7370d7f	770218314;784251673
ERR204836	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204836/NA12763.1.M_120209_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204836/NA12763.1.M_120209_5_2.fastq.gz	c77a65c1d8904ac72a926409ce35ad4b;b271506004dcee0737023331c4637c77	736333339;744796346
ERR204839	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204839/NA12761.1.M_120209_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204839/NA12761.1.M_120209_3_2.fastq.gz	62eadf743c861286d4d79ea7176246ee;0b811fb870971febd3c344b8b68442e5	833498712;849671683
ERR204842	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204842/NA18873.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204842/NA18873.1.M_120209_6_2.fastq.gz	ea4f9a48769b1827d2eb004bc5eb5588;64686bb53bbcd6b5972d3e15d1fd99c2	1031239512;1043820629
ERR204847	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204847/NA19118.1.M_120209_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204847/NA19118.1.M_120209_5_2.fastq.gz	c26c4b0863114c0d0a773fa1aafbabd9;8eeac397267ad88d21c42f834a4478f5	1127252843;1144949494
ERR204853	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204853/NA07347.1.M_120209_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204853/NA07347.1.M_120209_7_2.fastq.gz	95e5a021df45a3c9485f8c9f30b044a9;6c9531bf25d713c3aa9df86b9471ebb3	1205538814;1245350074
ERR204857	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204857/HG00349.1.M_120209_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204857/HG00349.1.M_120209_4_2.fastq.gz	a1b9441238b886776589bb46a8d3e0fb;9cf6c60fac2f0d59c26b64d81e552c2e	1246538169;1248419470
ERR204870	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204870/HG00315.1.M_120209_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204870/HG00315.1.M_120209_5_2.fastq.gz	4d55bb1b4d361880dfd8575db98dc854;053c64fc3cb70e193274d6cd2ab4c0ef	711032532;739907258
ERR204872	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204872/HG00338.1.M_120209_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204872/HG00338.1.M_120209_3_2.fastq.gz	5275315fff34d3536e5205bc4a679747;8464715a4c96bbfdb1f55859cb0924b6	864022788;879121205
ERR204877	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204877/NA18910.1.M_120209_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204877/NA18910.1.M_120209_5_2.fastq.gz	aaa4909e5e7ef682fc7138703b84ce46;0b8d392a7daf3d0c34cbdf513ce6fdac	1159791296;1178512217
ERR204881	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204881/NA07000.1.M_120209_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204881/NA07000.1.M_120209_2_2.fastq.gz	16ea0ba1d7687805b47550db47fcdb64;3859be595dc056320fc9c388e875ca60	1806748433;1835464706
ERR204885	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204885/NA11840.1.M_120209_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204885/NA11840.1.M_120209_4_2.fastq.gz	1357099358cdffca931a7afde54ec10f;46efa4216fead983fe13832852ec738b	805014699;820391871
ERR204890	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204890/NA20773.1.M_120209_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204890/NA20773.1.M_120209_7_2.fastq.gz	b8fe0cb2c5d2f405134c9bf5b0b7f826;30a698954d6ba678ffe58761e0f17697	1115471877;1128903458
ERR204891	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204891/NA19095.7.M_120219_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204891/NA19095.7.M_120219_8_2.fastq.gz	7e62dc5621e5d79c8ebd34c939b3ca6c;3ff3b9b2e9151f0d86ddd01ed1d2dfa1	1972439778;1974365848
ERR204892	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204892/NA19121.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204892/NA19121.1.M_120209_6_2.fastq.gz	507d37e229734a2274029759b370579c;6b45055b3336d015bea61f17ba21fbda	1426145798;1455941175
ERR204893	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204893/NA12843.1.M_120209_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204893/NA12843.1.M_120209_5_2.fastq.gz	e73546176bc124cea7f407857b8eb976;7e5de21bac006473932bcf876dcca6c8	669703848;682934693
ERR204896	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204896/NA18909.1.M_120209_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204896/NA18909.1.M_120209_8_2.fastq.gz	fb33d5b3ddfc447ff136a12c4e1b8086;9ddef4cde2ad753c920c457a36cd1450	1016669064;1029784222
ERR204898	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204898/NA12776.1.M_120209_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204898/NA12776.1.M_120209_3_2.fastq.gz	a026105476f230d166055ea80ff666a8;1353c1c053084c6ece1f43d2bf7d14c0	733387933;750502205
ERR204904	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204904/NA19189.1.M_120209_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204904/NA19189.1.M_120209_8_2.fastq.gz	eeb4b1bb35c347a401a5a013455dbe79;525ee28751ccecc6906cfd8f8e2df5d4	1271600492;1294247919
ERR204909	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204909/HG00117.4.M_120208_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204909/HG00117.4.M_120208_4_2.fastq.gz	55bc4dc78e8d9c02b1fb9578442dd59a;8071d4a1581e3c6d38d4afbd3fd49c81	1757032913;1755905074
ERR204910	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204910/NA12829.1.M_120209_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204910/NA12829.1.M_120209_4_2.fastq.gz	bf38e2fecb852969ed98344e42dfae0e;b4569cac23e598d3b4a7aaa37460ee64	854891178;871963535
ERR204923	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204923/NA19214.1.M_120209_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204923/NA19214.1.M_120209_7_2.fastq.gz	e6ca4cf0fe4be4d60655d9deb957c461;97205e5663744bcda0271cf5e9a151b8	1412049493;1432079978
ERR204931	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204931/NA11831.1.M_120209_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204931/NA11831.1.M_120209_5_2.fastq.gz	0a89c5f9d0c2de50ccc9afb5d6aaadb3;d220f17bde404525486b44102f0cf6ed	1487152917;1512857498
ERR204934	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204934/NA20527.4.M_120208_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204934/NA20527.4.M_120208_2_2.fastq.gz	0d94910750569cd2905a7cf7f6be8d8c;9398087cf98ea63e05f9c13ba05b6d96	1945806619;1960402012
ERR204937	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204937/NA20512.1.M_120209_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204937/NA20512.1.M_120209_8_2.fastq.gz	d7f0425e4696c29442821da4452c16f5;ae81f98fc71a1d46100d04c2c8cadff6	1289592848;1303572644
ERR204939	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204939/NA12155.1.M_120209_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204939/NA12155.1.M_120209_5_2.fastq.gz	3c99f892938f2d7a6a3072be2ceaac42;49d06be8b56e459dfbb65d3431a84f20	1195829596;1207340558
ERR204944	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204944/NA12340.1.M_120209_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204944/NA12340.1.M_120209_3_2.fastq.gz	7637362485696226242798c9751fd2a5;fe1be2677a13f517a76ee9603d1ccfe5	1030685408;1049493152
ERR204946	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204946/NA12287.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204946/NA12287.1.M_120209_6_2.fastq.gz	ca86ce6928607fccbec26f433b458055;191d9e8fe5d1e8fc5e0c8c151964df32	858458408;872336901
ERR204950	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204950/HG00117.7.M_120219_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204950/HG00117.7.M_120219_4_2.fastq.gz	2fc532acd370ec33afe493863ed87c9f;01a1310914831bc3927cf49df70456bd	2422081708;2445985849
ERR204955	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204955/NA06986.1.M_111124_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204955/NA06986.1.M_111124_7_2.fastq.gz	8dc51297038f299cb49d59a673998b57;139f568a2de328092e8588e01f85ed12	1857360861;1864638894
ERR204957	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204957/HG00277.1.M_120209_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204957/HG00277.1.M_120209_5_2.fastq.gz	cdda92a68d2a6074c161b49e75a549a3;38aca315f1f4ca8f2126f734cf9a35f0	857768450;874392618
ERR204963	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204963/NA18868.1.M_120209_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204963/NA18868.1.M_120209_7_2.fastq.gz	5c64623c67af3523f6f7b37b0c431f45;41b97579aaa3b2796ff2df1d4ab8b7ad	1021433280;1031324655
ERR204964	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204964/NA12348.1.M_120209_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204964/NA12348.1.M_120209_3_2.fastq.gz	5c04000cf4f13a111815d2d25a7f229c;460cc647b9c3c8ca1fe178d5f30c295e	722606240;734948475
ERR204965	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204965/NA20527.6.M_120119_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204965/NA20527.6.M_120119_5_2.fastq.gz	f63b70a9bc92918d3884d6b900106191;7d73e84e58c69761eeee91f7fc0adee3	1459611351;1473743726
ERR204970	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204970/NA19222.1.M_120209_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204970/NA19222.1.M_120209_1_2.fastq.gz	a192280bde438023d966b3544b29e6e8;5e7192e66b4e69954a54770fdff834bd	1196139048;1219080175
ERR204972	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204972/HG00355.3.M_120202_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204972/HG00355.3.M_120202_6_2.fastq.gz	4894565641ddbfc568f38e820365ccdb;30e74ed18c56025a5689f95ac85e0582	1544223520;1552703369
ERR204973	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204973/NA12400.1.M_120209_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204973/NA12400.1.M_120209_7_2.fastq.gz	03669013f0162b83e38b5e807abb634f;c54f0b1d353f926c5f57ce9604d6697a	862149520;880836088
ERR204975	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204975/HG00117.3.M_120202_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204975/HG00117.3.M_120202_6_2.fastq.gz	e4c1faaae29b2bdb95df8dd8f0ce7008;104259f7484417cd93698f6616e4578a	1290961152;1279836822
ERR204977	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204977/NA12775.1.M_120209_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204977/NA12775.1.M_120209_4_2.fastq.gz	22bd86a5c134b366b9f5c3cac7acdb8f;ca8f754a7a3ef39ae1261399830cc815	919982028;940308894
ERR204978	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204978/NA20527.1.M_111124_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204978/NA20527.1.M_111124_6_2.fastq.gz	df28bcd7458d54157f2e53dc92b668cf;1430e2de4368e466003ae5e361bcc16b	2532793552;3387369698
ERR204984	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204984/HG00133.1.M_120209_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204984/HG00133.1.M_120209_5_2.fastq.gz	cb439aa984c0f5e2e77c899efad40dd3;29492282baff8ba9696596f74f2b2af5	1647584542;1672352637
ERR204987	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204987/NA19130.1.M_120209_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204987/NA19130.1.M_120209_1_2.fastq.gz	580230f8d03d350e1bd4bd4c1aea5d44;f2d961cdff4c229d7a48377fe6bf0131	1210386845;1235714410
ERR204991	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204991/NA18487.1.M_120209_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204991/NA18487.1.M_120209_7_2.fastq.gz	bc12cac85ad62df5fa954ffbf94ca390;4812731d2e32f9435b7da6e7fc5fcf6b	1159204955;1169774950
ERR204993	ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204993/NA20527.1.M_120209_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR204/ERR204993/NA20527.1.M_120209_1_2.fastq.gz	3e2291deaa5e654d3e7541dd0703fc5f;242d70cff1f1016eb7987ab0d16bf685	2078466065;2116157508
ERR205000	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205000/NA19114.1.M_120209_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205000/NA19114.1.M_120209_8_2.fastq.gz	88bae2fd4a48ffdb026ed36e770c151b;c5f69a1b843b28e70eb4daf816282cd3	1368375519;1390276658
ERR205003	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205003/NA12058.1.M_120209_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205003/NA12058.1.M_120209_7_2.fastq.gz	8f96d40fcf041256628775a3df3f37fc;5b0fca10749c383d826b91627131cf7b	1204577918;1222568832
ERR205005	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205005/NA06986.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205005/NA06986.4.M_120208_1_2.fastq.gz	a7de0b3734c7fc536af002593ed3f191;6472dab67bb1a6dc6d2a7802e798b6b1	1856628999;1871088210
ERR205009	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205009/NA19095.6.M_120119_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205009/NA19095.6.M_120119_4_2.fastq.gz	5dc80ba912e96d8a11966c0802eed12b;9420e7070c4a4ee54f3ffb25924d5447	1847623117;1873031993
ERR205013	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205013/NA18858.1.M_120209_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205013/NA18858.1.M_120209_7_2.fastq.gz	d7629d9ca0e77d53e9c6ff7cac235aab;5b384b135ea758b06f4270394219cb54	1367646931;1381973173
ERR205017	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205017/NA18870.1.M_120209_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205017/NA18870.1.M_120209_4_2.fastq.gz	6c93650c593fc93740b1f81ba5968d19;1b679f4a1fb0f98c211df5808036c81d	1062381398;1065720942
ERR188024	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188024/NA12749.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188024/NA12749.1.M_111124_2_2.fastq.gz	d9ea9f53a2807413ad5a4710ef28264b;93c99a47ce7bccad9f79c15b30dc97ef	1653365282;1669285984
ERR188026	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188026/NA20510.3.M_120202_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188026/NA20510.3.M_120202_3_2.fastq.gz	ee45472f860f107746c9dd566701f3a6;24ebb595905009d3c0dfe69275f05603	1227885584;1220578011
ERR188034	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188034/HG00273.3.M_120202_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188034/HG00273.3.M_120202_7_2.fastq.gz	566c9b4a33cc692de35230e423a95e37;643e9eb8a7f76078e17cc37f276c8a10	1309969720;1292953985
ERR188045	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188045/HG00321.2.M_111216_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188045/HG00321.2.M_111216_2_2.fastq.gz	7b3793e3bbd1d33ec4f7d6e76dcc3241;1bcf30188a2f8b268ce9977f0bed4be5	2583893801;2602043478
ERR188046	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188046/HG00320.1.M_111124_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188046/HG00320.1.M_111124_1_2.fastq.gz	225ac63cf7b8fb86dfc842bc339d3ea8;197e607f32762bb8bdabb77be01ece59	2184503768;2219262786
ERR188050	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188050/NA20518.4.M_120208_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188050/NA20518.4.M_120208_3_2.fastq.gz	a37326cce0cfccea3fb0efa053864d97;579b927f077f3a5e751145891e3abf10	2266633504;2277373957
ERR188060	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188060/NA18517.3.M_120202_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188060/NA18517.3.M_120202_1_2.fastq.gz	4be648bc464f134a4a60c09570b30080;ebb86b4a1c6cfe7b10c86b54f1fbbaa8	1194520776;1201033982
ERR188061	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188061/NA12761.6.M_120119_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188061/NA12761.6.M_120119_2_2.fastq.gz	a58966131b53a67c25b17252549b13c6;d3386f1aa5c9337e38e71ed97f701f95	1986385859;2003752886
ERR188066	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188066/NA19118.7.M_120219_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188066/NA19118.7.M_120219_8_2.fastq.gz	88449c6fd7c4d08f8f4aff130b55cdfa;165741cdc52432620372789736c6e8c6	3832972916;3838972091
ERR188068	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188068/NA20759.4.M_120208_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188068/NA20759.4.M_120208_3_2.fastq.gz	2027ed9bfc3a489a985de6caba3d27b2;3729188408e7e4ab101449b72f543500	1729157848;1742987313
ERR188071	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188071/HG00114.6.M_120217_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188071/HG00114.6.M_120217_1_2.fastq.gz	21bea5358dabf26e60f217751c827d87;8059a0485d517e80b173dd85973af80c	1368090322;1346680501
ERR188086	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188086/NA11892.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188086/NA11892.1.M_111124_2_2.fastq.gz	2ac809b7156e6b0a68e3d139b3eaf85b;7abc1082eb5e4b80e5b3e3e1a89d04ba	1702312681;1718084796
ERR188088	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188088/NA20504.1.M_111124_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188088/NA20504.1.M_111124_7_2.fastq.gz	d02267099d5c9039b0a345838373b1e3;ebbdac918e9dedeaa4cbc5628da6dbcb	1810279120;1819539396
ERR188093	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188093/NA19150.5.M_120131_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188093/NA19150.5.M_120131_7_2.fastq.gz	946b23c4f8ef43a8dfcbc5685499965b;ce1f99ba3dc3be80dfc77585e7b4398e	2001982924;2009553052
ERR188096	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188096/NA18933.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188096/NA18933.1.M_111124_2_2.fastq.gz	0f1bcc8725227f5cf73ebb17f9d58620;4098968b757d428ecf4dfb5534e5f100	1704062221;1719783440
ERR188098	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188098/HG00337.5.M_120131_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188098/HG00337.5.M_120131_5_2.fastq.gz	da0e117b04b4ace2ba8a221f39ba4b6b;d0625f2852d1064b353a4a0774d47ccd	1656881806;1701350145
ERR188113	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188113/HG00324.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188113/HG00324.1.M_111124_2_2.fastq.gz	606d7058fe749b089e968bfa4f35c879;f463d65c87ad889f4bb4d62ea8d926fa	2277727885;2299051810
ERR188118	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188118/HG00181.4.M_120208_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188118/HG00181.4.M_120208_4_2.fastq.gz	2efb07c18ac808071e5ff4631f407071;8da66a6cab98cff5c88d2c0f0a0ca0cc	1824013748;1825648322
ERR188126	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188126/NA20766.1.M_111124_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188126/NA20766.1.M_111124_4_2.fastq.gz	811152b207307dfcb88501ebbcc6ea9b;732a0a87b8c24399d28a8f18e639956a	2059402645;2062186889
