subject	canonical_subject	exposure_role	source_path	source_sha256
HG00187	HG00187	manifest_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/public_input_manifest.tsv	230aaf6f34e43c19717d53d980ccd0e96e9f0ddd75f701b64cf9b39aa246c82a
HG00187	HG00187	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_folds.tsv	d5bd39e81d63c876ccf2d632443fb47f4669008806bd3311e119e42aeb59effc
HG00187	HG00187	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_labels.tsv	74b26a6a5f9b3799098e340128b68d27e5b6c30f10fa5d6a23d311fb1b916f1c
HG00188	HG00188	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/joined.tsv	155701a7da12e6c54833a39cee45795291cd15e97540c04be52d8da07877f345
HG00188	HG00188	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/predictions.tsv	0a54db8183a37ed5c02ab18927ecc7fdc7b8fffacdf60bfa2a042f2ce891293a
HG00188	HG00188	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/evaluation_labels.tsv	fe99b18ac272f29bbad16d91cdd07049ebc1c95e8b3efd70d2bf971aa41e642c
HG00188	HG00188	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/fold_assignments.tsv	9c7da1b8d16cadd198b97ec1c338a35db33ae4d2af7d21d5a2b9abd8712f5132
HG00188	HG00188	holdout_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/runs/sealed_holdout/holdout_subjects.tsv	49f804a052aa86156f1f410ca4b86dd11a8ffe1314f9feb440bd06c370adf540
HG00188	HG00188	manifest_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/public_input_manifest.tsv	230aaf6f34e43c19717d53d980ccd0e96e9f0ddd75f701b64cf9b39aa246c82a
HG00188	HG00188	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_folds.tsv	d5bd39e81d63c876ccf2d632443fb47f4669008806bd3311e119e42aeb59effc
HG00188	HG00188	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_labels.tsv	74b26a6a5f9b3799098e340128b68d27e5b6c30f10fa5d6a23d311fb1b916f1c
HG00189	HG00189	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/joined.tsv	155701a7da12e6c54833a39cee45795291cd15e97540c04be52d8da07877f345
HG00189	HG00189	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/predictions.tsv	0a54db8183a37ed5c02ab18927ecc7fdc7b8fffacdf60bfa2a042f2ce891293a
HG00189	HG00189	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/evaluation_labels.tsv	fe99b18ac272f29bbad16d91cdd07049ebc1c95e8b3efd70d2bf971aa41e642c
HG00189	HG00189	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/fold_assignments.tsv	9c7da1b8d16cadd198b97ec1c338a35db33ae4d2af7d21d5a2b9abd8712f5132
HG00189	HG00189	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/runs/sealed_holdout/development_subjects.tsv	73adf453a2163162132c8893b30615b40a5ff4fd6ba17dccbb4d5d86550088d0
HG00189	HG00189	manifest_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/public_input_manifest.tsv	230aaf6f34e43c19717d53d980ccd0e96e9f0ddd75f701b64cf9b39aa246c82a
HG00189	HG00189	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_folds.tsv	d5bd39e81d63c876ccf2d632443fb47f4669008806bd3311e119e42aeb59effc
HG00189	HG00189	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_labels.tsv	74b26a6a5f9b3799098e340128b68d27e5b6c30f10fa5d6a23d311fb1b916f1c
HG00266	HG00266	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/joined.tsv	155701a7da12e6c54833a39cee45795291cd15e97540c04be52d8da07877f345
HG00266	HG00266	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/predictions.tsv	0a54db8183a37ed5c02ab18927ecc7fdc7b8fffacdf60bfa2a042f2ce891293a
HG00266	HG00266	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/evaluation_labels.tsv	fe99b18ac272f29bbad16d91cdd07049ebc1c95e8b3efd70d2bf971aa41e642c
HG00266	HG00266	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/fold_assignments.tsv	9c7da1b8d16cadd198b97ec1c338a35db33ae4d2af7d21d5a2b9abd8712f5132
HG00266	HG00266	holdout_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/runs/sealed_holdout/holdout_subjects.tsv	49f804a052aa86156f1f410ca4b86dd11a8ffe1314f9feb440bd06c370adf540
HG00266	HG00266	manifest_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/public_input_manifest.tsv	230aaf6f34e43c19717d53d980ccd0e96e9f0ddd75f701b64cf9b39aa246c82a
HG00266	HG00266	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_folds.tsv	d5bd39e81d63c876ccf2d632443fb47f4669008806bd3311e119e42aeb59effc
HG00266	HG00266	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_labels.tsv	74b26a6a5f9b3799098e340128b68d27e5b6c30f10fa5d6a23d311fb1b916f1c
HG00551	HG00551	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/joined.tsv	155701a7da12e6c54833a39cee45795291cd15e97540c04be52d8da07877f345
HG00551	HG00551	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/predictions.tsv	0a54db8183a37ed5c02ab18927ecc7fdc7b8fffacdf60bfa2a042f2ce891293a
HG00551	HG00551	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/evaluation_labels.tsv	fe99b18ac272f29bbad16d91cdd07049ebc1c95e8b3efd70d2bf971aa41e642c
HG00551	HG00551	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/fold_assignments.tsv	9c7da1b8d16cadd198b97ec1c338a35db33ae4d2af7d21d5a2b9abd8712f5132
HG00551	HG00551	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/runs/sealed_holdout/development_subjects.tsv	73adf453a2163162132c8893b30615b40a5ff4fd6ba17dccbb4d5d86550088d0
HG00551	HG00551	manifest_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/public_input_manifest.tsv	230aaf6f34e43c19717d53d980ccd0e96e9f0ddd75f701b64cf9b39aa246c82a
HG00551	HG00551	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_folds.tsv	d5bd39e81d63c876ccf2d632443fb47f4669008806bd3311e119e42aeb59effc
HG00551	HG00551	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_labels.tsv	74b26a6a5f9b3799098e340128b68d27e5b6c30f10fa5d6a23d311fb1b916f1c
HG00553	HG00553	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/joined.tsv	155701a7da12e6c54833a39cee45795291cd15e97540c04be52d8da07877f345
HG00553	HG00553	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/predictions.tsv	0a54db8183a37ed5c02ab18927ecc7fdc7b8fffacdf60bfa2a042f2ce891293a
HG00553	HG00553	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/evaluation_labels.tsv	fe99b18ac272f29bbad16d91cdd07049ebc1c95e8b3efd70d2bf971aa41e642c
HG00553	HG00553	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/fold_assignments.tsv	9c7da1b8d16cadd198b97ec1c338a35db33ae4d2af7d21d5a2b9abd8712f5132
HG00553	HG00553	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/runs/sealed_holdout/development_subjects.tsv	73adf453a2163162132c8893b30615b40a5ff4fd6ba17dccbb4d5d86550088d0
HG00553	HG00553	manifest_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/public_input_manifest.tsv	230aaf6f34e43c19717d53d980ccd0e96e9f0ddd75f701b64cf9b39aa246c82a
HG00553	HG00553	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_folds.tsv	d5bd39e81d63c876ccf2d632443fb47f4669008806bd3311e119e42aeb59effc
HG00553	HG00553	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_labels.tsv	74b26a6a5f9b3799098e340128b68d27e5b6c30f10fa5d6a23d311fb1b916f1c
HG00554	HG00554	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/joined.tsv	155701a7da12e6c54833a39cee45795291cd15e97540c04be52d8da07877f345
HG00554	HG00554	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/predictions.tsv	0a54db8183a37ed5c02ab18927ecc7fdc7b8fffacdf60bfa2a042f2ce891293a
HG00554	HG00554	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/evaluation_labels.tsv	fe99b18ac272f29bbad16d91cdd07049ebc1c95e8b3efd70d2bf971aa41e642c
HG00554	HG00554	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/fold_assignments.tsv	9c7da1b8d16cadd198b97ec1c338a35db33ae4d2af7d21d5a2b9abd8712f5132
HG00554	HG00554	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/runs/sealed_holdout/development_subjects.tsv	73adf453a2163162132c8893b30615b40a5ff4fd6ba17dccbb4d5d86550088d0
HG00554	HG00554	manifest_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/public_input_manifest.tsv	230aaf6f34e43c19717d53d980ccd0e96e9f0ddd75f701b64cf9b39aa246c82a
HG00554	HG00554	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_folds.tsv	d5bd39e81d63c876ccf2d632443fb47f4669008806bd3311e119e42aeb59effc
HG00554	HG00554	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_labels.tsv	74b26a6a5f9b3799098e340128b68d27e5b6c30f10fa5d6a23d311fb1b916f1c
HG00637	HG00637	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/joined.tsv	155701a7da12e6c54833a39cee45795291cd15e97540c04be52d8da07877f345
HG00637	HG00637	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/predictions.tsv	0a54db8183a37ed5c02ab18927ecc7fdc7b8fffacdf60bfa2a042f2ce891293a
HG00637	HG00637	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/evaluation_labels.tsv	fe99b18ac272f29bbad16d91cdd07049ebc1c95e8b3efd70d2bf971aa41e642c
HG00637	HG00637	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/fold_assignments.tsv	9c7da1b8d16cadd198b97ec1c338a35db33ae4d2af7d21d5a2b9abd8712f5132
HG00637	HG00637	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/runs/sealed_holdout/development_subjects.tsv	73adf453a2163162132c8893b30615b40a5ff4fd6ba17dccbb4d5d86550088d0
HG00637	HG00637	manifest_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/public_input_manifest.tsv	230aaf6f34e43c19717d53d980ccd0e96e9f0ddd75f701b64cf9b39aa246c82a
HG00637	HG00637	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_folds.tsv	d5bd39e81d63c876ccf2d632443fb47f4669008806bd3311e119e42aeb59effc
HG00637	HG00637	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_labels.tsv	74b26a6a5f9b3799098e340128b68d27e5b6c30f10fa5d6a23d311fb1b916f1c
HG00638	HG00638	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/joined.tsv	155701a7da12e6c54833a39cee45795291cd15e97540c04be52d8da07877f345
HG00638	HG00638	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/predictions.tsv	0a54db8183a37ed5c02ab18927ecc7fdc7b8fffacdf60bfa2a042f2ce891293a
HG00638	HG00638	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/evaluation_labels.tsv	fe99b18ac272f29bbad16d91cdd07049ebc1c95e8b3efd70d2bf971aa41e642c
HG00638	HG00638	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/fold_assignments.tsv	9c7da1b8d16cadd198b97ec1c338a35db33ae4d2af7d21d5a2b9abd8712f5132
HG00638	HG00638	holdout_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/runs/sealed_holdout/holdout_subjects.tsv	49f804a052aa86156f1f410ca4b86dd11a8ffe1314f9feb440bd06c370adf540
HG00638	HG00638	manifest_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/public_input_manifest.tsv	230aaf6f34e43c19717d53d980ccd0e96e9f0ddd75f701b64cf9b39aa246c82a
HG00638	HG00638	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_folds.tsv	d5bd39e81d63c876ccf2d632443fb47f4669008806bd3311e119e42aeb59effc
HG00638	HG00638	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_labels.tsv	74b26a6a5f9b3799098e340128b68d27e5b6c30f10fa5d6a23d311fb1b916f1c
HG00640	HG00640	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/joined.tsv	155701a7da12e6c54833a39cee45795291cd15e97540c04be52d8da07877f345
HG00640	HG00640	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/predictions.tsv	0a54db8183a37ed5c02ab18927ecc7fdc7b8fffacdf60bfa2a042f2ce891293a
HG00640	HG00640	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/evaluation_labels.tsv	fe99b18ac272f29bbad16d91cdd07049ebc1c95e8b3efd70d2bf971aa41e642c
HG00640	HG00640	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/fold_assignments.tsv	9c7da1b8d16cadd198b97ec1c338a35db33ae4d2af7d21d5a2b9abd8712f5132
HG00640	HG00640	holdout_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/runs/sealed_holdout/holdout_subjects.tsv	49f804a052aa86156f1f410ca4b86dd11a8ffe1314f9feb440bd06c370adf540
HG00640	HG00640	manifest_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/public_input_manifest.tsv	230aaf6f34e43c19717d53d980ccd0e96e9f0ddd75f701b64cf9b39aa246c82a
HG00640	HG00640	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_folds.tsv	d5bd39e81d63c876ccf2d632443fb47f4669008806bd3311e119e42aeb59effc
HG00640	HG00640	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_labels.tsv	74b26a6a5f9b3799098e340128b68d27e5b6c30f10fa5d6a23d311fb1b916f1c
HG00641	HG00641	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/joined.tsv	155701a7da12e6c54833a39cee45795291cd15e97540c04be52d8da07877f345
HG00641	HG00641	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/predictions.tsv	0a54db8183a37ed5c02ab18927ecc7fdc7b8fffacdf60bfa2a042f2ce891293a
HG00641	HG00641	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/evaluation_labels.tsv	fe99b18ac272f29bbad16d91cdd07049ebc1c95e8b3efd70d2bf971aa41e642c
HG00641	HG00641	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/fold_assignments.tsv	9c7da1b8d16cadd198b97ec1c338a35db33ae4d2af7d21d5a2b9abd8712f5132
HG00641	HG00641	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/runs/sealed_holdout/development_subjects.tsv	73adf453a2163162132c8893b30615b40a5ff4fd6ba17dccbb4d5d86550088d0
HG00641	HG00641	manifest_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/public_input_manifest.tsv	230aaf6f34e43c19717d53d980ccd0e96e9f0ddd75f701b64cf9b39aa246c82a
HG00641	HG00641	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_folds.tsv	d5bd39e81d63c876ccf2d632443fb47f4669008806bd3311e119e42aeb59effc
HG00641	HG00641	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_labels.tsv	74b26a6a5f9b3799098e340128b68d27e5b6c30f10fa5d6a23d311fb1b916f1c
HG00734	HG00734	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/joined.tsv	155701a7da12e6c54833a39cee45795291cd15e97540c04be52d8da07877f345
HG00734	HG00734	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/predictions.tsv	0a54db8183a37ed5c02ab18927ecc7fdc7b8fffacdf60bfa2a042f2ce891293a
HG00734	HG00734	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/evaluation_labels.tsv	fe99b18ac272f29bbad16d91cdd07049ebc1c95e8b3efd70d2bf971aa41e642c
HG00734	HG00734	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/fold_assignments.tsv	9c7da1b8d16cadd198b97ec1c338a35db33ae4d2af7d21d5a2b9abd8712f5132
HG00734	HG00734	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/runs/sealed_holdout/development_subjects.tsv	73adf453a2163162132c8893b30615b40a5ff4fd6ba17dccbb4d5d86550088d0
HG00734	HG00734	manifest_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/public_input_manifest.tsv	230aaf6f34e43c19717d53d980ccd0e96e9f0ddd75f701b64cf9b39aa246c82a
HG00734	HG00734	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_folds.tsv	d5bd39e81d63c876ccf2d632443fb47f4669008806bd3311e119e42aeb59effc
HG00734	HG00734	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_labels.tsv	74b26a6a5f9b3799098e340128b68d27e5b6c30f10fa5d6a23d311fb1b916f1c
NA06984	NA06984	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/joined.tsv	155701a7da12e6c54833a39cee45795291cd15e97540c04be52d8da07877f345
NA06984	NA06984	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/predictions.tsv	0a54db8183a37ed5c02ab18927ecc7fdc7b8fffacdf60bfa2a042f2ce891293a
NA06984	NA06984	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/evaluation_labels.tsv	fe99b18ac272f29bbad16d91cdd07049ebc1c95e8b3efd70d2bf971aa41e642c
NA06984	NA06984	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/fold_assignments.tsv	9c7da1b8d16cadd198b97ec1c338a35db33ae4d2af7d21d5a2b9abd8712f5132
NA06984	NA06984	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/runs/sealed_holdout/development_subjects.tsv	73adf453a2163162132c8893b30615b40a5ff4fd6ba17dccbb4d5d86550088d0
NA06984	NA06984	manifest_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/public_input_manifest.tsv	230aaf6f34e43c19717d53d980ccd0e96e9f0ddd75f701b64cf9b39aa246c82a
NA06984	NA06984	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_folds.tsv	d5bd39e81d63c876ccf2d632443fb47f4669008806bd3311e119e42aeb59effc
NA06984	NA06984	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_labels.tsv	74b26a6a5f9b3799098e340128b68d27e5b6c30f10fa5d6a23d311fb1b916f1c
NA06985	NA06985	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/joined.tsv	155701a7da12e6c54833a39cee45795291cd15e97540c04be52d8da07877f345
NA06985	NA06985	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/predictions.tsv	0a54db8183a37ed5c02ab18927ecc7fdc7b8fffacdf60bfa2a042f2ce891293a
NA06985	NA06985	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/evaluation_labels.tsv	fe99b18ac272f29bbad16d91cdd07049ebc1c95e8b3efd70d2bf971aa41e642c
NA06985	NA06985	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/fold_assignments.tsv	9c7da1b8d16cadd198b97ec1c338a35db33ae4d2af7d21d5a2b9abd8712f5132
NA06985	NA06985	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/runs/sealed_holdout/development_subjects.tsv	73adf453a2163162132c8893b30615b40a5ff4fd6ba17dccbb4d5d86550088d0
NA06985	NA06985	manifest_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/public_input_manifest.tsv	230aaf6f34e43c19717d53d980ccd0e96e9f0ddd75f701b64cf9b39aa246c82a
NA06985	NA06985	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_folds.tsv	d5bd39e81d63c876ccf2d632443fb47f4669008806bd3311e119e42aeb59effc
NA06985	NA06985	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_labels.tsv	74b26a6a5f9b3799098e340128b68d27e5b6c30f10fa5d6a23d311fb1b916f1c
NA06986	NA06986	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/joined.tsv	155701a7da12e6c54833a39cee45795291cd15e97540c04be52d8da07877f345
NA06986	NA06986	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/predictions.tsv	0a54db8183a37ed5c02ab18927ecc7fdc7b8fffacdf60bfa2a042f2ce891293a
NA06986	NA06986	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/evaluation_labels.tsv	fe99b18ac272f29bbad16d91cdd07049ebc1c95e8b3efd70d2bf971aa41e642c
NA06986	NA06986	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/fold_assignments.tsv	9c7da1b8d16cadd198b97ec1c338a35db33ae4d2af7d21d5a2b9abd8712f5132
NA06986	NA06986	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/runs/sealed_holdout/development_subjects.tsv	73adf453a2163162132c8893b30615b40a5ff4fd6ba17dccbb4d5d86550088d0
NA06986	NA06986	manifest_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/public_input_manifest.tsv	230aaf6f34e43c19717d53d980ccd0e96e9f0ddd75f701b64cf9b39aa246c82a
NA06986	NA06986	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_folds.tsv	d5bd39e81d63c876ccf2d632443fb47f4669008806bd3311e119e42aeb59effc
NA06986	NA06986	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_labels.tsv	74b26a6a5f9b3799098e340128b68d27e5b6c30f10fa5d6a23d311fb1b916f1c
NA06989	NA06989	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/joined.tsv	155701a7da12e6c54833a39cee45795291cd15e97540c04be52d8da07877f345
NA06989	NA06989	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/predictions.tsv	0a54db8183a37ed5c02ab18927ecc7fdc7b8fffacdf60bfa2a042f2ce891293a
NA06989	NA06989	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/evaluation_labels.tsv	fe99b18ac272f29bbad16d91cdd07049ebc1c95e8b3efd70d2bf971aa41e642c
NA06989	NA06989	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/fold_assignments.tsv	9c7da1b8d16cadd198b97ec1c338a35db33ae4d2af7d21d5a2b9abd8712f5132
NA06989	NA06989	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/runs/sealed_holdout/development_subjects.tsv	73adf453a2163162132c8893b30615b40a5ff4fd6ba17dccbb4d5d86550088d0
NA06989	NA06989	manifest_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/public_input_manifest.tsv	230aaf6f34e43c19717d53d980ccd0e96e9f0ddd75f701b64cf9b39aa246c82a
NA06989	NA06989	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_folds.tsv	d5bd39e81d63c876ccf2d632443fb47f4669008806bd3311e119e42aeb59effc
NA06989	NA06989	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_labels.tsv	74b26a6a5f9b3799098e340128b68d27e5b6c30f10fa5d6a23d311fb1b916f1c
NA06994	NA06994	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/joined.tsv	155701a7da12e6c54833a39cee45795291cd15e97540c04be52d8da07877f345
NA06994	NA06994	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/predictions.tsv	0a54db8183a37ed5c02ab18927ecc7fdc7b8fffacdf60bfa2a042f2ce891293a
NA06994	NA06994	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/evaluation_labels.tsv	fe99b18ac272f29bbad16d91cdd07049ebc1c95e8b3efd70d2bf971aa41e642c
NA06994	NA06994	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/fold_assignments.tsv	9c7da1b8d16cadd198b97ec1c338a35db33ae4d2af7d21d5a2b9abd8712f5132
NA06994	NA06994	holdout_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/runs/sealed_holdout/holdout_subjects.tsv	49f804a052aa86156f1f410ca4b86dd11a8ffe1314f9feb440bd06c370adf540
NA06994	NA06994	manifest_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/public_input_manifest.tsv	230aaf6f34e43c19717d53d980ccd0e96e9f0ddd75f701b64cf9b39aa246c82a
NA06994	NA06994	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_folds.tsv	d5bd39e81d63c876ccf2d632443fb47f4669008806bd3311e119e42aeb59effc
NA06994	NA06994	development_exposed	/mnt/d/projects/project_2008084/champhla_refformer/inputs/real_training_labels.tsv	74b26a6a5f9b3799098e340128b68d27e5b6c30f10fa5d6a23d311fb1b916f1c
NA07000	NA07000	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/joined.tsv	155701a7da12e6c54833a39cee45795291cd15e97540c04be52d8da07877f345
NA07000	NA07000	evaluation_exposed	/mnt/d/projects/project_2008084/champhla_cc_confirmation/discovery/predictions.tsv	0a54db8183a37ed5c02ab18927ecc7fdc7b8fffacdf60bfa2a042f2ce891293a
NA07000	NA07000	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/evaluation_labels.tsv	fe99b18ac272f29bbad16d91cdd07049ebc1c95e8b3efd70d2bf971aa41e642c
NA07000	NA07000	development_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/inputs/fold_assignments.tsv	9c7da1b8d16cadd198b97ec1c338a35db33ae4d2af7d21d5a2b9abd8712f5132
NA07000	NA07000	holdout_exposed	/mnt/d/projects/project_2008084/champhla_egcc_pilot/runs/sealed_holdout/holdout_subjects.tsv	49f804a052aa86156f1f410ca4b86dd11a8ffe1314f9feb440bd06c370adf540
